latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
39.964848,-75.1676,16,-14400,America/New_York,GMT-4
,,,,,
time,temperature_2m_max,temperature_2m_mean,temperature_2m_min,weather_code (wmo code),precipitation_sum (inch)
1/1/2013,39.7,36.8,32.2,3,0
1/2/2013,33.2,28.4,24.4,3,0
1/3/2013,33.9,27.8,23,3,0
1/4/2013,37.5,32,27.7,3,0
1/5/2013,40.8,33.4,28.8,3,0
1/6/2013,47.1,36.8,29.2,73,0.02
1/7/2013,46.1,37.1,30.8,3,0
1/8/2013,47.3,36.1,28.9,3,0
1/9/2013,50.5,40.9,32,51,0.008
1/10/2013,49.1,41.6,35.7,3,0
1/11/2013,47.1,39.7,31.5,55,0.323
1/12/2013,52.1,45.4,38.9,51,0.008
1/13/2013,50.1,45.8,42,51,0.004
1/14/2013,58.8,53.7,46.3,53,0.055
1/15/2013,43.7,39.3,37.4,61,0.283
1/16/2013,38.4,36.4,33.9,63,0.587
1/17/2013,44.1,39.5,35.7,71,0.028
1/18/2013,35,32.5,27.7,71,0.024
1/19/2013,47.9,37.2,28.5,0,0
1/20/2013,53.9,42.8,32.8,1,0
1/21/2013,36.7,31.2,27.7,73,0.039
1/22/2013,29.1,21.7,18,2,0
1/23/2013,22.7,17.7,13.3,3,0
1/24/2013,26,20.5,15.8,3,0
1/25/2013,25.5,20.1,15.7,73,0.075
1/26/2013,30.3,23.2,17.8,2,0
1/27/2013,35.7,25.5,18.3,3,0
1/28/2013,37.7,31.2,24.5,73,0.193
1/29/2013,50.7,43.2,38,3,0
1/30/2013,64.2,53.9,41.9,51,0.012
1/31/2013,60.2,45.3,31.5,63,0.689
2/1/2013,31.4,29.1,25.4,71,0
2/2/2013,29.5,24.5,18.8,71,0.016
2/3/2013,33.2,27.9,23.9,71,0.008
2/4/2013,32.5,27.3,22.8,71,0.004
2/5/2013,36.4,31.6,28.5,71,0.028
2/6/2013,39.9,32.6,27.2,3,0
2/7/2013,36.6,30.3,25.9,3,0
2/8/2013,41.6,35.9,30.6,73,0.709
2/9/2013,33.4,29.6,23.5,73,0.142
2/10/2013,39.3,27.8,17.8,3,0
2/11/2013,50.1,42.5,30.6,63,0.374
2/12/2013,47.5,40.5,33.1,3,0
2/13/2013,47.3,36.9,28.5,73,0.126
2/14/2013,47.4,37.3,28.1,73,0.071
2/15/2013,55.6,41.8,32.4,3,0
2/16/2013,39.7,35.7,32.2,73,0.098
2/17/2013,31.9,29.1,23,3,0
2/18/2013,36.7,27,20.2,3,0
2/19/2013,44.4,37.4,29.1,61,0.228
2/20/2013,35.4,31.7,27.6,3,0
2/21/2013,36.6,29.1,24,0,0
2/22/2013,37.8,31.6,26,71,0
2/23/2013,44.9,39.4,33.6,53,0.122
2/24/2013,49.9,40.2,32.7,3,0
2/25/2013,45.6,37,29.5,3,0
2/26/2013,45.7,37.5,28.5,53,0.094
2/27/2013,50.5,45.6,41.4,63,0.402
2/28/2013,45.9,41,35.8,51,0.012
3/1/2013,45.6,38.7,32.3,3,0
3/2/2013,38.8,34.5,30.2,3,0
3/3/2013,39.7,33.4,28.6,3,0
3/4/2013,41.2,33.4,27.8,1,0
3/5/2013,46.8,36.9,29.5,3,0
3/6/2013,40,36.9,34.2,73,0.386
3/7/2013,47.6,39,33.7,73,0.035
3/8/2013,44.3,37.6,32.1,73,0.098
3/9/2013,58.4,43.3,32,1,0
3/10/2013,56.1,42.4,30.4,3,0
3/11/2013,59.3,46.2,34.8,3,0
3/12/2013,55.2,52,44.7,63,0.854
3/13/2013,49.2,42.4,35.3,51,0.016
3/14/2013,43.2,36.2,30.6,3,0
3/15/2013,50.9,38.7,28.8,71,0
3/16/2013,42,37.5,34.7,73,0.094
3/17/2013,42.9,36.1,28.1,3,0
3/18/2013,39.2,34.2,30.2,75,0.39
3/19/2013,50.1,41.2,36.6,61,0.169
3/20/2013,47.3,38.2,30.9,3,0
3/21/2013,40,34,30,71,0.004
3/22/2013,42.1,34.6,28.6,71,0
3/23/2013,46.5,37.1,29.2,3,0
3/24/2013,46.8,37.5,27.9,3,0
3/25/2013,37.7,35.7,34.1,75,0.406
3/26/2013,50.5,40,29.2,51,0.008
3/27/2013,50.3,41.2,32.6,3,0
3/28/2013,50.6,41.5,33.4,51,0.004
3/29/2013,52.2,42.5,32.1,3,0
3/30/2013,56,44.4,31.8,3,0
3/31/2013,56.4,45.2,34.6,61,0.185
4/1/2013,60,48.8,40,51,0.012
4/2/2013,44.3,38.3,31.5,3,0
4/3/2013,46.3,38.2,29.8,3,0
4/4/2013,51.3,39,27.7,3,0
4/5/2013,62.3,47.3,36.6,3,0
4/6/2013,52.2,43,34.1,1,0
4/7/2013,61,48.6,37,3,0
4/8/2013,74.7,60.4,47.4,3,0
4/9/2013,81.2,68.4,57.4,3,0
4/10/2013,85.5,72.5,62.3,53,0.028
4/11/2013,70.5,62,51,51,0.004
4/12/2013,62.6,48.7,45.9,63,0.713
4/13/2013,60.9,51.1,41.3,51,0.008
4/14/2013,60.3,51.3,40.6,3,0
4/15/2013,60.8,51.9,45.8,3,0
4/16/2013,70.5,59,47.8,3,0
4/17/2013,69.5,61.9,56.9,53,0.043
4/18/2013,66.7,58.9,53.2,3,0
4/19/2013,77.1,66.4,57.7,63,0.327
4/20/2013,57.2,52.5,47.8,63,0.48
4/21/2013,53.7,45.7,37.1,3,0
4/22/2013,51.9,45,37,3,0
4/23/2013,51,46.7,41.6,51,0.004
4/24/2013,70.2,55.9,39.2,3,0
4/25/2013,63.4,54,44.2,51,0.008
4/26/2013,63.3,53.3,44.3,0,0
4/27/2013,67.3,54.9,41.5,0,0
4/28/2013,69,57,46.1,3,0
4/29/2013,58.8,55.3,52.3,51,0.079
4/30/2013,64.8,56.8,50.5,3,0
5/1/2013,67.3,54.9,42.9,0,0
5/2/2013,69.9,56.5,43.7,0,0
5/3/2013,63,54.6,48.7,3,0
5/4/2013,67.2,55.4,45.4,2,0
5/5/2013,63,51.2,43.9,3,0
5/6/2013,64.3,53.6,43.5,3,0
5/7/2013,70.7,59.9,50.4,51,0.024
5/8/2013,72.1,62.9,57.6,61,0.492
5/9/2013,71.5,62.5,54.4,53,0.094
5/10/2013,81.4,68.1,54.5,3,0
5/11/2013,75.4,68,62.7,63,0.5
5/12/2013,65.6,60.5,52.4,3,0
5/13/2013,55.4,50.6,44.6,3,0
5/14/2013,60.2,50.5,39.1,3,0
5/15/2013,72.9,62,50,51,0.024
5/16/2013,81.3,70.2,57.3,3,0
5/17/2013,75.7,65.9,55.5,3,0
5/18/2013,73.7,63.5,57.6,51,0.008
5/19/2013,65.4,62.4,58.9,51,0.024
5/20/2013,79.1,69.1,60,51,0.024
5/21/2013,84.3,73.8,64.5,3,0
5/22/2013,87,76,67.9,3,0
5/23/2013,76.4,72,68.4,63,0.764
5/24/2013,67.4,57.6,45.9,63,0.398
5/25/2013,62.8,53.2,44.7,53,0.102
5/26/2013,68,57.8,48.8,0,0
5/27/2013,73.5,60.8,45.8,3,0
5/28/2013,66.3,61.6,54.7,61,0.311
5/29/2013,86.4,73.7,60.6,51,0.008
5/30/2013,91.5,79.7,67.3,1,0
5/31/2013,90.6,79.7,68,3,0
6/1/2013,89.6,79.8,69.4,2,0
6/2/2013,88.5,79.7,73.9,53,0.051
6/3/2013,78.6,73,69,63,0.661
6/4/2013,75.3,67.4,59,3,0
6/5/2013,77.1,66.6,53.8,3,0
6/6/2013,74.2,65.6,56.4,61,0.248
6/7/2013,67.4,64.4,61.8,65,2.732
6/8/2013,74.3,67.2,59.9,61,0.22
6/9/2013,81.2,71.2,59.5,3,0
6/10/2013,73.1,69,65.9,63,1.083
6/11/2013,80.7,74.1,68.3,53,0.063
6/12/2013,80.5,73.2,66.8,3,0
6/13/2013,81.6,71.1,65,63,0.571
6/14/2013,74,64,56.6,53,0.138
6/15/2013,78.7,69.7,59.3,3,0
6/16/2013,83.1,72.1,60.2,51,0.004
6/17/2013,85.2,75.2,66.2,51,0.047
6/18/2013,79.3,71.7,67,63,0.61
6/19/2013,76.4,69,61.2,3,0
6/20/2013,77.5,68.6,58.4,3,0
6/21/2013,80.8,70,58.9,3,0
6/22/2013,84.3,72.1,59.1,3,0
6/23/2013,83.4,74.5,65.4,61,0.118
6/24/2013,91.5,79.9,70.5,61,0.075
6/25/2013,91.2,80.2,69.6,53,0.028
6/26/2013,89.7,79.7,72.7,63,0.717
6/27/2013,86.2,76.8,69.9,63,0.445
6/28/2013,86.1,77.6,72.4,61,0.181
6/29/2013,84.3,76.7,69.8,51,0.016
6/30/2013,82.5,76,71.3,61,0.126
7/1/2013,79.8,75,71.9,53,0.386
7/2/2013,81.6,75.9,73,63,0.378
7/3/2013,83.7,77.5,71.8,53,0.114
7/4/2013,87.2,80.2,73.7,2,0
7/5/2013,88.6,81,73.9,2,0
7/6/2013,92.1,83.1,75.4,2,0
7/7/2013,91.5,83.1,74.9,51,0.008
7/8/2013,86.1,79,72.7,51,0.012
7/9/2013,87.6,79.7,72,51,0.02
7/10/2013,85.5,79.7,74.2,63,0.224
7/11/2013,82.8,78.3,74.4,53,0.138
7/12/2013,79.2,72.9,69.1,63,1.146
7/13/2013,84.8,76.9,70.1,61,0.224
7/14/2013,88.5,80.3,72,3,0
7/15/2013,93,83.2,73.6,1,0
7/16/2013,91.8,83.8,75.2,2,0
7/17/2013,93.2,84.2,73.1,1,0
7/18/2013,95.3,85.2,76.5,53,0.035
7/19/2013,95.5,85.9,79,63,0.165
7/20/2013,91.2,83.4,76.8,63,0.228
7/21/2013,87.1,79.3,74.6,63,0.48
7/22/2013,84.1,77.5,73.1,61,0.138
7/23/2013,85.2,78.7,73.8,63,0.504
7/24/2013,81.9,76.3,71.1,51,0.004
7/25/2013,72.4,68.5,64.2,3,0
7/26/2013,82.2,72.7,63.3,1,0
7/27/2013,83.7,74.6,65.1,3,0
7/28/2013,81.6,73.6,69.3,63,0.575
7/29/2013,82.5,73.9,67.6,63,0.102
7/30/2013,80.2,71.6,62.9,3,0
7/31/2013,81.3,72.8,63.1,3,0
8/1/2013,74.2,70.4,68.7,55,0.287
8/2/2013,83.6,73.9,64.4,3,0
8/3/2013,74.4,70.9,68.1,55,0.205
8/4/2013,78,71.1,64,1,0
8/5/2013,78,69.1,59.4,3,0
8/6/2013,79.6,69,62.1,61,0.114
8/7/2013,74.9,70.4,65.8,53,0.075
8/8/2013,83.9,76.2,70.5,63,0.236
8/9/2013,83.4,77.3,73.1,63,0.909
8/10/2013,83.2,76.7,71.9,3,0
8/11/2013,82.3,74,64.6,3,0
8/12/2013,82.5,75.6,69.7,3,0
8/13/2013,80.7,74.8,71.1,63,0.807
8/14/2013,74.4,68.7,62.4,3,0
8/15/2013,76.2,66.5,55.8,2,0
8/16/2013,78,68.8,58.2,3,0
8/17/2013,79.9,69.9,58,3,0
8/18/2013,74,67.8,64.5,61,0.157
8/19/2013,78.3,70.1,62,3,0
8/20/2013,84.7,74.5,63.2,3,0
8/21/2013,87,76.7,65.5,3,0
8/22/2013,82.8,76.8,72,61,0.217
8/23/2013,79.1,74.2,68.4,3,0
8/24/2013,79.6,70.5,63.1,0,0
8/25/2013,80.4,69.7,58.5,3,0
8/26/2013,85.1,73.8,63.7,3,0
8/27/2013,87.7,78.4,70.5,53,0.028
8/28/2013,85,75.6,70.3,63,0.28
8/29/2013,81.1,74.8,70.6,51,0.016
8/30/2013,84.5,75.2,67.5,51,0.008
8/31/2013,86.9,78.5,71.3,51,0.004
9/1/2013,88.8,79.6,73.2,61,0.059
9/2/2013,83.4,78.3,72.7,55,0.079
9/3/2013,84.4,76.6,70.5,51,0.008
9/4/2013,82.5,72.4,62.8,0,0
9/5/2013,80.1,71.4,63.8,3,0
9/6/2013,72.3,64.1,55.5,0,0
9/7/2013,78.9,67,56.3,3,0
9/8/2013,83.2,72.5,64.7,3,0
9/9/2013,77,67,56.1,3,0
9/10/2013,87.7,76.9,66.6,3,0
9/11/2013,93,82.3,72.6,3,0
9/12/2013,88.8,80.3,73.4,63,0.362
9/13/2013,75.8,71,62.6,55,0.063
9/14/2013,65.9,61.5,57.5,3,0
9/15/2013,73,62,50.1,3,0
9/16/2013,70.3,63.5,60.6,53,0.067
9/17/2013,65.1,57.7,50.1,0,0
9/18/2013,69.6,58.8,46.9,0,0
9/19/2013,74.9,62.5,51.4,0,0
9/20/2013,77.8,65.5,54.6,0,0
9/21/2013,78.2,67.2,56.1,61,0.248
9/22/2013,69.8,64.6,59.5,65,0.969
9/23/2013,65.6,57.9,50.9,0,0
9/24/2013,71.3,58,46.4,0,0
9/25/2013,71.9,60.4,48.9,3,0
9/26/2013,71.3,61.8,51.4,3,0
9/27/2013,69.8,63,55.7,3,0
9/28/2013,71.2,62.9,55.5,3,0
9/29/2013,71.8,61.3,51.8,3,0
9/30/2013,72.7,61.8,50.2,3,0
10/1/2013,78.1,65.3,53.7,2,0
10/2/2013,83,70.2,58.4,0,0
10/3/2013,80.7,70.8,61.2,3,0
10/4/2013,85.3,73.4,63,51,0.004
10/5/2013,83.6,73.9,65.8,53,0.02
10/6/2013,84.4,73.5,65.8,51,0.008
10/7/2013,78.6,67.8,58.5,63,0.547
10/8/2013,67.7,60.2,53.3,3,0
10/9/2013,62.7,58.2,54.8,3,0
10/10/2013,58.7,56.4,53.2,63,0.988
10/11/2013,64.4,60.9,57.3,61,0.575
10/12/2013,69.2,63.5,60,53,0.094
10/13/2013,64.7,60.1,56.4,3,0
10/14/2013,66.9,58.5,51.6,2,0
10/15/2013,70.8,58.5,49.1,3,0
10/16/2013,68.9,60.2,51.8,3,0
10/17/2013,71.4,64,57.6,53,0.028
10/18/2013,64.8,58.9,52.2,61,0.067
10/19/2013,64.8,56.7,48.7,51,0.028
10/20/2013,60.9,53.5,46.5,0,0
10/21/2013,65.1,54,44.7,3,0
10/22/2013,63.6,55,48.6,3,0
10/23/2013,55.5,49.4,45.5,3,0
10/24/2013,51.7,45.4,40.2,51,0.004
10/25/2013,53.6,45,38.3,2,0
10/26/2013,53.8,45.2,35.2,3,0
10/27/2013,56.5,49.3,43.2,3,0
10/28/2013,61.3,49,38.1,3,0
10/29/2013,59.1,49.4,41.8,3,0
10/30/2013,59.8,52.3,45,3,0
10/31/2013,70.3,59.6,50.2,51,0.02
11/1/2013,71.6,65.8,57.8,53,0.122
11/2/2013,66.8,58.3,52.4,51,0.008
11/3/2013,53.1,47.9,39.2,2,0
11/4/2013,46.2,39.5,33.4,3,0
11/5/2013,57,47.3,39.5,3,0
11/6/2013,62.5,51.9,43.3,3,0
11/7/2013,60.9,54.5,48.2,55,0.118
11/8/2013,49.4,44.7,39.3,3,0
11/9/2013,49.7,41.9,33.5,3,0
11/10/2013,57.3,48.3,42,3,0
11/11/2013,53.5,45.9,38.5,2,0
11/12/2013,49.3,40.7,33.4,71,0.059
11/13/2013,40.1,33.7,29,0,0
11/14/2013,51.8,39.3,31.1,2,0
11/15/2013,56,42.7,33,3,0
11/16/2013,57.3,47.4,40.5,53,0.043
11/17/2013,64.6,55.2,46.6,53,0.031
11/18/2013,64.9,59.4,51.2,61,0.173
11/19/2013,49.2,44.5,37.9,3,0
11/20/2013,44.7,36.8,31.6,3,0
11/21/2013,49.6,40.6,31.8,3,0
11/22/2013,57.7,50.3,44.9,51,0.071
11/23/2013,52.7,43.6,34.9,3,0
11/24/2013,33.1,28.3,25.4,3,0
11/25/2013,34.4,28.3,23.7,3,0
11/26/2013,43.8,34.8,30,71,0.555
11/27/2013,58.8,43.9,32.9,71,1.638
11/28/2013,36.5,31.4,28.7,3,0
11/29/2013,39.4,32.5,27.7,3,0
11/30/2013,38.2,30.6,24.9,3,0
12/1/2013,45.6,36.2,28.8,3,0
12/2/2013,47.7,39.8,35.3,3,0
12/3/2013,53.1,41.2,33.7,3,0
12/4/2013,54.8,43.6,34.6,3,0
12/5/2013,59.3,53.5,47.6,3,0
12/6/2013,60.3,50.1,39.4,63,0.756
12/7/2013,42.9,37.4,31.8,61,0.256
12/8/2013,32.2,29.6,27.2,75,0.402
12/9/2013,38.4,35,30.9,61,0.5
12/10/2013,33,30.2,25.6,75,0.272
12/11/2013,32.8,25.4,18.7,0,0
12/12/2013,26,21.3,16.8,1,0
12/13/2013,33.9,25.2,15.7,3,0
12/14/2013,40.4,31.1,24.3,75,0.646
12/15/2013,42.9,37.2,28.4,63,0.394
12/16/2013,29.3,25.2,21.2,3,0
12/17/2013,37.6,29.3,22.4,73,0.087
12/18/2013,35.4,27.4,23,3,0
12/19/2013,46.9,33,21.4,3,0
12/20/2013,53.1,43.5,35.1,3,0
12/21/2013,63.4,54.4,46.6,3,0
12/22/2013,69,64.8,59.9,51,0.004
12/23/2013,63.2,56.7,44.2,63,0.984
12/24/2013,42.9,36.9,29.9,3,0
12/25/2013,30.8,26.8,23.6,3,0
12/26/2013,38.8,29.6,24.4,3,0
12/27/2013,42.6,31.9,26.3,2,0
12/28/2013,50.9,37.5,27.8,3,0
12/29/2013,45.6,40,35.6,63,0.902
12/30/2013,41.4,37.2,28.9,3,0
12/31/2013,38.2,30.4,25.1,3,0
1/1/2014,39.1,30.5,24.9,3,0
1/2/2014,36.2,30.4,24.9,75,0.185
1/3/2014,23.7,13.3,-0.2,75,0.339
1/4/2014,26.6,11.1,-3.9,2,0
1/5/2014,48.6,31.3,16.8,51,0.024
1/6/2014,54.9,42.3,21,73,0.441
1/7/2014,16.4,9.1,1.7,0,0
1/8/2014,24.9,17.2,10.9,3,0
1/9/2014,33.8,26.9,21.2,3,0
1/10/2014,37.2,32,25.4,55,0.138
1/11/2014,57.9,49.9,36.1,63,0.693
1/12/2014,47.5,40.1,31.8,3,0
1/13/2014,52.4,39.6,29.3,3,0
1/14/2014,47,43.8,37.2,61,0.374
1/15/2014,46.5,37.2,27.5,3,0
1/16/2014,41,35.9,28.6,51,0.012
1/17/2014,42.5,33.5,27.1,3,0
1/18/2014,36.8,31.6,26.2,71,0.012
1/19/2014,40.2,30.4,23.4,3,0
1/20/2014,48.1,37.6,30.6,3,0
1/21/2014,34,25.3,15.6,75,0.421
1/22/2014,14.8,7.4,-0.3,71,0.012
1/23/2014,20.8,6.4,-6.9,3,0
1/24/2014,18.1,9.6,2.4,2,0
1/25/2014,24.6,19.7,11.5,73,0.075
1/26/2014,26.7,18.6,7.3,71,0.008
1/27/2014,41.8,32.2,19.7,3,0
1/28/2014,18.4,14.3,9.2,71,0.004
1/29/2014,19.5,13.9,9,73,0.055
1/30/2014,27,16.9,8,3,0
1/31/2014,40.9,27.3,15.7,3,0
2/1/2014,42.6,33.3,27.1,3,0
2/2/2014,54,39,28.6,3,0
2/3/2014,40.2,33.5,28.1,75,1.319
2/4/2014,33.2,23.9,11,3,0
2/5/2014,38.3,33,29.1,73,1.134
2/6/2014,32.3,23.6,17,3,0
2/7/2014,33.9,22.5,14.5,3,0
2/8/2014,27.9,19.6,12.7,71,0.016
2/9/2014,31.2,22.3,12.9,73,0.106
2/10/2014,28.4,21.5,12.1,71,0
2/11/2014,24.3,13.1,2.8,2,0
2/12/2014,26,14.2,1.9,71,0
2/13/2014,35,31.4,22.7,75,1.587
2/14/2014,41.5,34.6,29.3,75,0.366
2/15/2014,35.2,31.6,28.7,73,0.209
2/16/2014,29.2,22.7,14.9,3,0
2/17/2014,30.1,19.2,9.3,3,0
2/18/2014,43.7,32.1,20,73,0.079
2/19/2014,44,35.8,24.6,61,0.157
2/20/2014,46,36.6,23.3,3,0
2/21/2014,59,43.2,30.9,63,0.173
2/22/2014,52.7,37.7,25.5,3,0
2/23/2014,48.2,40.2,33.4,53,0.039
2/24/2014,36.6,32.3,27,73,0.094
2/25/2014,33.1,26.6,21.6,71,0.031
2/26/2014,30.1,25.3,17.8,73,0.055
2/27/2014,32.4,23.2,13.7,71,0
2/28/2014,24.6,15.9,6,1,0
3/1/2014,37.9,26.8,17.8,3,0
3/2/2014,41.2,33.3,24.6,53,0.122
3/3/2014,31.7,20.4,12.6,73,0.335
3/4/2014,29.6,16,2.8,3,0
3/5/2014,39.2,29.1,22.2,3,0
3/6/2014,30.6,24.1,18.2,3,0
3/7/2014,40.1,32.1,24,3,0
3/8/2014,56.7,40.5,26.5,3,0
3/9/2014,43.6,37.3,31.1,53,0.055
3/10/2014,52.9,40,28.3,3,0
3/11/2014,64.5,49.9,39.8,3,0
3/12/2014,65.9,50.4,30.6,61,0.13
3/13/2014,30.7,25.6,20.5,3,0
3/14/2014,47.4,35.6,24.4,3,0
3/15/2014,58.2,49.1,42.1,3,0
3/16/2014,42.2,36.3,30.8,71,0.028
3/17/2014,33,29,25.5,73,0.173
3/18/2014,43.7,33.6,26,3,0
3/19/2014,46,39.1,30.4,63,0.622
3/20/2014,53.2,45.2,40.5,3,0
3/21/2014,51.9,41.8,32.6,3,0
3/22/2014,63.6,48.8,35.2,3,0
3/23/2014,43.8,39.4,32.2,3,0
3/24/2014,36.6,30.3,24.4,3,0
3/25/2014,37.6,30.7,24,73,0.118
3/26/2014,36.7,31.8,28.3,71,0.02
3/27/2014,43,32.8,23.9,3,0
3/28/2014,59.9,49,33.5,53,0.028
3/29/2014,53.1,46.8,43.7,63,0.85
3/30/2014,52.7,45.5,37.7,63,0.937
3/31/2014,56.8,44.4,35.7,73,0.091
4/1/2014,58.4,46,32.9,3,0
4/2/2014,58.4,47.2,39.4,53,0.067
4/3/2014,63.7,51.7,42.6,55,0.075
4/4/2014,48.8,45.7,42.9,61,0.299
4/5/2014,54.6,47.2,41.6,3,0
4/6/2014,57.2,44.6,32.9,3,0
4/7/2014,51.4,44.4,35.3,61,0.354
4/8/2014,62.6,55.6,47.3,55,0.185
4/9/2014,60.8,49.7,38.5,2,0
4/10/2014,63.9,51.3,36.8,1,0
4/11/2014,75.3,62.2,53.6,53,0.094
4/12/2014,70.2,59,47.7,53,0.051
4/13/2014,78.4,63.5,50.5,3,0
4/14/2014,74.4,66,60.2,51,0.004
4/15/2014,66.3,57.7,37.8,63,0.748
4/16/2014,47.9,40,31.9,73,0.079
4/17/2014,51,41.4,33.4,3,0
4/18/2014,52.9,44,36.8,3,0
4/19/2014,65.3,51.8,39.3,3,0
4/20/2014,58.4,50,42,3,0
4/21/2014,66.3,50.4,35.1,1,0
4/22/2014,72,56.9,44.2,53,0.055
4/23/2014,56.9,52.1,46.6,3,0
4/24/2014,59.7,49.2,40.3,0,0
4/25/2014,63.3,50.6,39.2,61,0.165
4/26/2014,68.1,56.5,47.3,63,0.319
4/27/2014,59.9,51.6,43.7,3,0
4/28/2014,62.8,51.8,39.6,51,0.028
4/29/2014,49.4,47.1,43.7,61,0.26
4/30/2014,61.1,50.9,43.8,63,1.602
5/1/2014,73.9,66,60.9,63,0.287
5/2/2014,65.2,59.7,52,3,0
5/3/2014,68,58.6,49.6,3,0
5/4/2014,60.3,56.3,49.9,51,0.008
5/5/2014,65.3,54.9,45.9,3,0
5/6/2014,68.8,56.6,45.9,3,0
5/7/2014,67.6,56.1,44.7,3,0
5/8/2014,68.4,58.6,52.8,55,0.142
5/9/2014,73.8,62.4,54.8,53,0.024
5/10/2014,79.6,68.8,60.6,61,0.161
5/11/2014,77.1,68,60,55,0.067
5/12/2014,84.4,70.6,58,51,0.016
5/13/2014,77.2,67.3,55.7,3,0
5/14/2014,72.3,61.2,52.6,3,0
5/15/2014,79.2,69.2,61.2,51,0.016
5/16/2014,67.5,65.4,59,65,1.646
5/17/2014,65.4,59.2,52.4,3,0
5/18/2014,63.5,56.1,47.1,3,0
5/19/2014,69.6,58.1,44.7,2,0
5/20/2014,73.7,62.7,50,3,0
5/21/2014,70.9,63.5,59.1,55,0.055
5/22/2014,76.7,65.6,56.7,63,0.488
5/23/2014,71.5,64,59.1,51,0.024
