latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
5/24/2014,70.5,63.1,56.9,51,0.012
5/25/2014,78.7,66.3,54.1,3,0
5/26/2014,84.1,71.6,59.6,3,0
5/27/2014,86.4,73.9,63.5,61,0.102
5/28/2014,73.6,66.6,57.2,63,0.311
5/29/2014,59.7,56.6,53.8,3,0
5/30/2014,72.4,62.8,55.5,51,0.028
5/31/2014,72.5,64.5,55.5,3,0
6/1/2014,74.8,64,52.8,3,0
6/2/2014,78.3,66.6,53.6,1,0
6/3/2014,85.2,72.9,60.4,51,0.012
6/4/2014,83.7,74.7,66,3,0
6/5/2014,75.1,67.4,61.7,63,0.508
6/6/2014,73.2,66.7,59,3,0
6/7/2014,80.3,69.6,56.5,3,0
6/8/2014,83.1,71.8,59.7,3,0
6/9/2014,79,71.1,66.1,61,0.472
6/10/2014,81.6,72.6,67.2,55,0.102
6/11/2014,73.9,69.6,65.6,61,0.091
6/12/2014,75.7,69.1,62.6,53,0.146
6/13/2014,81.5,72.6,67.8,63,0.63
6/14/2014,74.2,68.8,63.6,3,0
6/15/2014,79.3,68.1,57.2,3,0
6/16/2014,85.5,72.8,58.4,3,0
6/17/2014,91,79.6,68.3,3,0
6/18/2014,91.5,82.9,76.8,3,0
6/19/2014,77.3,73.2,66.8,63,0.283
6/20/2014,79.7,70.6,60.3,3,0
6/21/2014,76,69.7,63.1,3,0
6/22/2014,78.5,71.9,65.7,3,0
6/23/2014,81.1,71.7,62.5,3,0
6/24/2014,83.3,73.8,65.4,3,0
6/25/2014,85.5,76.2,69,63,0.516
6/26/2014,85.1,77.2,70.9,55,0.039
6/27/2014,80.7,74.2,69.4,51,0.016
6/28/2014,83.6,74.7,65.4,3,0
6/29/2014,83.7,74,64,3,0
6/30/2014,85.3,76.1,66.5,3,0
7/1/2014,90.1,80.4,70.3,3,0
7/2/2014,93.5,82.7,74.4,63,0.362
7/3/2014,89,80.2,73.4,63,0.323
7/4/2014,76.5,71.7,67.9,61,0.295
7/5/2014,80.9,71.1,61.4,0,0
7/6/2014,83.4,73,60.9,3,0
7/7/2014,89.6,79.5,69,3,0
7/8/2014,92.5,83.3,73.9,53,0.024
7/9/2014,87.6,79.7,72,63,0.283
7/10/2014,83.7,75.4,70.6,53,0.118
7/11/2014,84.2,75.2,65.4,3,0
7/12/2014,84.7,76.1,67.5,3,0
7/13/2014,87.9,78.5,70.3,51,0.012
7/14/2014,88.6,79.4,72.4,65,0.874
7/15/2014,84.7,77.8,73.7,63,0.587
7/16/2014,81,74.8,69.7,53,0.063
7/17/2014,79.2,71.8,63.3,2,0
7/18/2014,80.7,71.7,59.7,3,0
7/19/2014,78.3,71.8,65.6,51,0.012
7/20/2014,79.1,71.3,65,51,0.016
7/21/2014,83.2,74,65.3,2,0
7/22/2014,85.7,76.2,66.9,51,0.004
7/23/2014,89,80.2,71.2,3,0
7/24/2014,81.9,76.1,70.5,3,0
7/25/2014,82.2,73.1,62.9,2,0
7/26/2014,81.5,72.6,64.2,51,0.031
7/27/2014,89.2,78.8,70.5,51,0.028
7/28/2014,82.4,75.9,70.3,63,0.453
7/29/2014,74.8,69.1,63,51,0.004
7/30/2014,77.4,70,61.9,3,0
7/31/2014,82,72.7,62.4,3,0
8/1/2014,81.2,73.2,66.6,53,0.047
8/2/2014,76.7,70.9,66.9,63,0.425
8/3/2014,75.5,70.2,64.5,55,0.154
8/4/2014,83.1,73.6,65.4,3,0
8/5/2014,86.2,76.4,65.1,2,0
8/6/2014,84.2,74.6,66.3,3,0
8/7/2014,82.3,73.5,64.4,1,0
8/8/2014,81.9,71.9,60.9,3,0
8/9/2014,83.8,73.5,61.4,3,0
8/10/2014,85.1,75.3,64.9,3,0
8/11/2014,84.7,75.3,67.2,3,0
8/12/2014,77,72.1,69.3,63,1.059
8/13/2014,81.4,74.4,69.9,61,0.142
8/14/2014,75.9,69.5,61.7,3,0
8/15/2014,75.4,66.7,58,3,0
8/16/2014,79.4,69.5,57.8,3,0
8/17/2014,80.5,72,62.7,3,0
8/18/2014,82.2,71.9,60,3,0
8/19/2014,83.4,73,63,3,0
8/20/2014,83.1,75,67.6,3,0
8/21/2014,84,74.6,67.4,61,0.15
8/22/2014,80.9,72.1,68.3,61,0.197
8/23/2014,74.8,68.7,65.3,53,0.118
8/24/2014,77.5,69.8,61.9,3,0
8/25/2014,83.5,72.4,59.4,3,0
8/26/2014,86.1,75,63.6,3,0
8/27/2014,87.3,76.3,64.9,3,0
8/28/2014,81.8,74.8,68.2,2,0
8/29/2014,78.8,69.4,59,3,0
8/30/2014,78,70.5,60.3,3,0
8/31/2014,88.7,77.7,70.7,63,0.638
9/1/2014,86.9,78.1,72.9,63,0.362
9/2/2014,89.1,80.8,73.5,51,0.008
9/3/2014,83.2,76.3,69.7,3,0
9/4/2014,85.2,75,64.4,3,0
9/5/2014,86.3,76.8,69.5,53,0.031
9/6/2014,90.9,80,74.9,61,0.087
9/7/2014,78.9,72,64.5,53,0.051
9/8/2014,74.8,68.9,64,51,0.004
9/9/2014,74.2,69.5,65.5,3,0
9/10/2014,78,70.5,63.1,3,0
9/11/2014,83.3,74.7,67,3,0
9/12/2014,77,69.6,62.5,3,0
9/13/2014,69.5,63.9,59.3,61,0.331
9/14/2014,68.1,60,51.6,3,0
9/15/2014,70.7,60.8,50.3,3,0
9/16/2014,72.6,63.9,57.1,61,0.102
9/17/2014,71.8,64,55.2,3,0
9/18/2014,73.5,64,55,3,0
9/19/2014,70.5,61.8,55.3,3,0
9/20/2014,77.6,66.8,57.8,3,0
9/21/2014,79.1,70.5,62.8,3,0
9/22/2014,70.4,65.8,58.3,3,0
9/23/2014,70.5,60,49.1,3,0
9/24/2014,70.6,62.4,52.8,3,0
9/25/2014,66,60.7,58.2,61,0.37
9/26/2014,76.2,64.4,53.1,0,0
9/27/2014,81.5,67.4,55.8,0,0
9/28/2014,82.4,68.7,56.9,3,0
9/29/2014,78.5,68.6,60.9,3,0
9/30/2014,77.1,68.1,61,51,0.004
10/1/2014,69.9,65.3,62,3,0
10/2/2014,69,64.3,60.4,51,0.004
10/3/2014,71.4,63.7,56.6,51,0.004
10/4/2014,67.2,63.3,54.6,55,0.374
10/5/2014,60.8,52.8,45,3,0
10/6/2014,70,58.3,47.1,3,0
10/7/2014,72.6,65.6,60.2,53,0.031
10/8/2014,72.8,65.6,60.2,55,0.13
10/9/2014,69.2,60.4,51.3,3,0
10/10/2014,63.8,57,50.6,3,0
10/11/2014,57.3,54,50.4,63,0.547
10/12/2014,62.7,53.6,45.5,3,0
10/13/2014,65.4,59,51.2,55,0.047
10/14/2014,76.9,69.4,62.5,3,0
10/15/2014,76.1,71.2,69,63,1.016
10/16/2014,69.5,65.4,59.8,63,0.567
10/17/2014,69.8,62,55,3,0
10/18/2014,68.8,61.7,56.2,3,0
10/19/2014,55.5,51.7,44.6,3,0
10/20/2014,60.4,50.6,39.4,3,0
10/21/2014,67.3,58.3,51.5,51,0.008
10/22/2014,56.4,53.3,51.4,55,0.531
10/23/2014,51.9,51.3,50.8,51,0.079
10/24/2014,67.1,57.2,50.2,3,0
10/25/2014,67.3,56.4,45,3,0
10/26/2014,64.1,58,53,3,0
10/27/2014,64.5,54.2,45.5,3,0
10/28/2014,74.4,60.4,50.4,3,0
10/29/2014,64.7,59.3,49.9,53,0.067
10/30/2014,57.9,50.8,44.7,3,0
10/31/2014,55.1,48.2,39.9,3,0
11/1/2014,49.3,45.8,42.7,61,0.65
11/2/2014,47.8,43,39.9,51,0.031
11/3/2014,58.3,46.5,39,1,0
11/4/2014,68.4,53.4,42.7,3,0
11/5/2014,63.6,56.6,52,3,0
11/6/2014,57.4,51.2,45.5,61,0.398
11/7/2014,51.2,46.5,39.3,51,0.016
11/8/2014,48,41,33.4,3,0
11/9/2014,56,47.3,41.4,3,0
11/10/2014,60.5,48.4,39.7,3,0
11/11/2014,67.4,54.6,43.1,3,0
11/12/2014,64.5,57.2,47.2,3,0
11/13/2014,45.8,41.4,35.7,71,0.138
11/14/2014,42.6,37.4,34,71,0.063
11/15/2014,41.7,35,29.8,3,0
11/16/2014,43.7,36.2,30.4,53,0.031
11/17/2014,51.1,43.4,37.3,63,0.909
11/18/2014,40,30.8,26.6,3,0
11/19/2014,31.5,27,22.6,3,0
11/20/2014,45.9,36.9,30.9,3,0
11/21/2014,36.2,30.8,26.7,3,0
11/22/2014,41.8,33,24.5,3,0
11/23/2014,53.3,43.2,35.2,3,0
11/24/2014,68.2,61.1,49.3,63,0.39
11/25/2014,61.2,53.6,45.2,3,0
11/26/2014,45.7,39.1,34.7,75,1.031
11/27/2014,39.7,34.5,27.6,71,0
11/28/2014,35.9,28.4,21.8,3,0
11/29/2014,35.3,30.8,28.1,71,0
11/30/2014,52,43.9,34.6,3,0
12/1/2014,63.6,53.4,42.6,53,0.067
12/2/2014,45.7,39.4,35.7,73,0.142
12/3/2014,48.4,44.2,38.6,55,0.114
12/4/2014,44.1,37,30.3,3,0
12/5/2014,47.1,38.5,31.8,53,0.13
12/6/2014,49,44,40.5,61,0.504
12/7/2014,44.1,37.8,31.2,55,0.13
12/8/2014,34.8,30.8,27.6,3,0
12/9/2014,40.8,38.7,34.8,65,2.492
12/10/2014,39.9,37.4,33.2,51,0.024
12/11/2014,36.6,33.8,31.9,73,0.075
12/12/2014,39.2,33.9,29.1,71,0
12/13/2014,42.1,35.7,31.5,3,0
12/14/2014,46.1,38,32.6,3,0
12/15/2014,47.4,38.9,33.9,2,0
12/16/2014,52,40.8,31.3,61,0.134
12/17/2014,51,45,39.2,3,0
12/18/2014,41.1,36.5,32.5,3,0
12/19/2014,40.2,35,29.1,3,0
12/20/2014,36.9,31.6,27.9,3,0
12/21/2014,39.6,33,28.8,3,0
12/22/2014,39.5,34.2,28.5,53,0.059
12/23/2014,50.8,46.5,39.2,53,0.11
12/24/2014,59.6,51.5,44.4,63,0.811
12/25/2014,62.4,50.9,41.7,53,0.118
12/26/2014,48.9,40.7,34.5,3,0
12/27/2014,55.1,42.1,34.3,3,0
12/28/2014,54.6,46.8,39.7,51,0.039
12/29/2014,44.1,40,34,3,0
12/30/2014,37.1,32.9,29.3,3,0
12/31/2014,33,28.1,25.3,2,0
1/1/2015,39,31.1,25.5,1,0
1/2/2015,42.9,35.1,30.5,3,0
1/3/2015,41.8,34,27.8,73,0.614
1/4/2015,57.4,50.1,42.1,61,0.362
1/5/2015,44.7,34.3,26.3,3,0
1/6/2015,25.9,23.8,22.1,73,0.098
1/7/2015,23.8,20,12.2,3,0
1/8/2015,20.4,14.6,9.8,3,0
1/9/2015,34.5,26.8,18.5,71,0.016
1/10/2015,23.3,19.1,13.2,0,0
1/11/2015,37.7,26.2,16.7,3,0
1/12/2015,36.7,34.7,30.8,61,0.594
1/13/2015,35.3,29.4,23.1,53,0.035
1/14/2015,33,26.7,22.5,71,0.012
1/15/2015,37.6,29.9,25.8,3,0
1/16/2015,41.1,32.2,26.5,2,0
1/17/2015,32.1,26,21.7,3,0
1/18/2015,41.5,35.8,27.7,63,1.22
1/19/2015,42.7,34.4,29.5,3,0
1/20/2015,44.8,34.6,28.3,51,0.004
1/21/2015,35.5,29.2,24.8,73,0.063
1/22/2015,42.6,33.4,27.7,3,0
1/23/2015,39.5,32.2,26.7,71,0.004
1/24/2015,38.9,34.3,32,75,0.783
1/25/2015,44.9,35.7,30.3,71,0.016
1/26/2015,32.1,27.7,25.1,73,0.075
1/27/2015,30.3,25,19.9,73,0.102
1/28/2015,31.7,21.6,15.9,3,0
1/29/2015,32.1,26.5,17.9,71,0.008
1/30/2015,37.3,31.1,18.4,71,0.012
1/31/2015,25.3,18.4,12.6,2,0
2/1/2015,36.7,26.8,17.2,71,0
2/2/2015,47.9,35,16.4,75,0.866
2/3/2015,28,20.9,14.3,3,0
2/4/2015,43.4,31.9,20.6,3,0
2/5/2015,36.6,27.9,16.7,71,0.016
2/6/2015,32.9,21.9,14.1,3,0
2/7/2015,42.3,30,20.2,3,0
2/8/2015,48.1,37.6,31.1,3,0
2/9/2015,34.6,30.8,27.7,51,0.016
2/10/2015,40.2,31.6,26.6,71,0.016
2/11/2015,36.9,29.7,24,3,0
2/12/2015,42.1,32.6,22.8,3,0
2/13/2015,22.7,16.3,9.2,3,0
2/14/2015,31.3,25.9,19,73,0.071
2/15/2015,24.9,12.1,4.3,73,0.071
2/16/2015,18.7,9.1,0.1,71,0.012
2/17/2015,27.2,19.2,14.2,73,0.142
2/18/2015,31.2,20.8,9.6,71,0.008
2/19/2015,22.6,14.7,7.8,71,0
2/20/2015,17,7.2,-1.7,0,0
2/21/2015,32.6,18.3,3.7,75,0.539
2/22/2015,41.6,35.7,28.5,73,0.295
2/23/2015,31.3,23.9,11.8,71,0
2/24/2015,24.2,16.1,6.8,3,0
2/25/2015,36.1,24,9.2,3,0
2/26/2015,31.8,26.8,22.4,73,0.051
2/27/2015,29.3,23,17.1,3,0
2/28/2015,28.8,19,7.8,3,0
3/1/2015,31,26.7,22.5,75,0.421
3/2/2015,36.8,32.1,21.8,51,0.004
3/3/2015,36.8,24.1,13.2,73,0.327
3/4/2015,42.1,38.9,36.7,61,0.343
3/5/2015,37.6,28.9,20,75,1.039
3/6/2015,25.5,14.7,1.7,3,0
3/7/2015,38.8,21.3,4.4,3,0
3/8/2015,45.2,35.2,25.6,3,0
3/9/2015,49.7,38.7,28.8,3,0
3/10/2015,51,43.4,34,55,0.331
3/11/2015,61.9,48.7,40.2,55,0.094
3/12/2015,49.1,40.7,31.2,2,0
3/13/2015,47.1,36.7,27.1,3,0
3/14/2015,49.1,43.4,37,61,0.862
3/15/2015,47.4,41.5,37.2,3,0
3/16/2015,54.7,42,30,3,0
3/17/2015,61.1,48.2,34.6,51,0.008
3/18/2015,42.2,35.1,29.2,3,0
3/19/2015,44.5,35.8,27.4,3,0
3/20/2015,35.9,33.1,30.6,75,0.543
3/21/2015,53,40.3,31,3,0
3/22/2015,45.6,39.6,33.1,3,0
3/23/2015,42.2,33.8,27,3,0
3/24/2015,43.3,34.9,28.5,3,0
3/25/2015,44.7,38.4,30.3,61,0.106
3/26/2015,62.7,52.7,41.1,55,0.154
3/27/2015,50.4,42.1,36.2,71,0.268
3/28/2015,40.8,36.3,30.7,3,0
3/29/2015,44,34.3,26.8,3,0
3/30/2015,54.2,43,32.2,73,0.028
3/31/2015,55.5,41.3,33,55,0.232
4/1/2015,52.6,41.3,30.4,1,0
4/2/2015,63.1,48.9,33.8,3,0
4/3/2015,62.6,58.7,56.6,63,0.402
4/4/2015,60.2,51.8,43.6,63,0.307
4/5/2015,61.6,49.7,39,3,0
4/6/2015,69.9,55.6,40.5,3,0
4/7/2015,68.2,57.1,46.4,61,0.461
4/8/2015,45.7,43.2,40.9,3,0
4/9/2015,45.3,41.2,38.4,51,0.012
4/10/2015,60.9,50.7,40.4,53,0.051
4/11/2015,59.1,53.2,45.8,3,0
4/12/2015,64.5,50.7,37,2,0
4/13/2015,71.9,56.4,42.5,3,0
4/14/2015,58.9,56.7,52.5,53,0.134
4/15/2015,67.2,56.5,47.3,3,0
4/16/2015,67.5,56.1,45.9,3,0
4/17/2015,70.3,60.8,52.4,55,0.118
4/18/2015,77.1,64.6,51,3,0
4/19/2015,62.2,55.4,47.5,3,0
4/20/2015,74,60.5,47.5,63,1.094
4/21/2015,63.6,59.1,50.4,53,0.055
4/22/2015,67.8,54.9,46.1,61,0.118
4/23/2015,50.6,45.6,39.2,51,0.016
4/24/2015,52.9,43.8,35.6,3,0
4/25/2015,54.5,43.9,33.4,3,0
4/26/2015,58.4,49.6,39.8,3,0
4/27/2015,57.8,49.9,40.4,51,0.004
4/28/2015,66.1,55.4,46.3,3,0
4/29/2015,72.8,59.9,47.1,3,0
4/30/2015,67.1,56.4,48.7,51,0.004
5/1/2015,59.3,53.6,48,51,0.004
5/2/2015,69.1,57,45,2,0
5/3/2015,77.4,62.6,48.3,2,0
5/4/2015,81.6,67.7,52.8,1,0
5/5/2015,81.7,70.3,60.9,53,0.075
5/6/2015,76.2,67,61.3,55,0.071
5/7/2015,77.7,66.3,54.1,3,0
5/8/2015,81.4,68.4,55.5,3,0
5/9/2015,74.8,65.4,56.8,51,0.02
5/10/2015,81.4,71.2,63.7,3,0
5/11/2015,79.1,71.9,65.6,51,0.016
5/12/2015,85.9,76.1,67.3,3,0
5/13/2015,69,62.6,56.3,3,0
5/14/2015,69.8,59.6,48.7,2,0
5/15/2015,73.2,62.2,51.6,3,0
5/16/2015,83,69.6,58.3,61,0.335
5/17/2015,81.7,73.5,66.4,53,0.051
5/18/2015,82.4,72.2,64.3,51,0.039
5/19/2015,81.9,69.4,60,61,0.197
5/20/2015,69.9,63,55.8,3,0
5/21/2015,57.3,53.5,51.5,51,0.035
5/22/2015,72.4,61.6,50.4,3,0
5/23/2015,68.5,59.1,50.1,1,0
5/24/2015,78.5,65,48.8,3,0
5/25/2015,83.8,72,59.4,3,0
5/26/2015,85.7,74.8,64.3,3,0
5/27/2015,86.6,76.1,69,53,0.071
5/28/2015,87.6,76.5,67.8,61,0.059
5/29/2015,84.6,74.8,64.9,3,0
5/30/2015,86,75.8,66.8,3,0
5/31/2015,88,77.4,68.9,3,0
6/1/2015,82.5,69.6,59,63,0.925
6/2/2015,58.6,55.1,53.8,63,0.87
6/3/2015,67.2,59.1,53.7,53,0.059
6/4/2015,66.8,59.9,56.4,3,0
6/5/2015,64.9,59.3,54.6,51,0.043
6/6/2015,75.6,66.7,57.3,61,0.339
6/7/2015,73.5,64.1,53.1,3,0
6/8/2015,80.5,70.7,61.5,53,0.091
6/9/2015,81.8,74.2,68.2,61,0.102
6/10/2015,81.3,72.7,63.7,3,0
6/11/2015,90.1,78.4,68.1,53,0.035
6/12/2015,90.9,80.6,70.4,51,0.016
6/13/2015,85.2,79.2,74.1,3,0
6/14/2015,87.9,79,72.6,53,0.047
6/15/2015,86.4,78.1,71,63,0.476
6/16/2015,88.3,79.9,72,61,0.083
6/17/2015,82.6,74.2,67.6,3,0
6/18/2015,74.6,69.1,64.7,63,0.555
6/19/2015,83.1,75.3,67.5,51,0.055
6/20/2015,81.6,74.4,69.2,53,0.031
6/21/2015,86.7,78.4,72,63,0.898
6/22/2015,85.4,78.3,69.4,3,0
6/23/2015,92.4,80.8,73.6,51,0.028
6/24/2015,82.2,74.8,67,3,0
6/25/2015,82.5,72.8,63.3,53,0.063
6/26/2015,80,72.4,65.8,61,0.098
6/27/2015,69.1,65.3,62,65,1.524
6/28/2015,77,69.6,63.6,53,0.134
6/29/2015,76.1,68.8,60.3,3,0
6/30/2015,82.5,73.1,63.2,61,0.098
7/1/2015,82.3,75.7,70.6,51,0.051
7/2/2015,76.1,70.9,64.2,55,0.134
7/3/2015,80.5,71.3,62.8,3,0
7/4/2015,76.4,71,66.1,51,0.004
7/5/2015,82.6,74.2,64.2,3,0
7/6/2015,84,74.6,67.9,53,0.094
7/7/2015,85.7,78.6,72.2,61,0.102
7/8/2015,88.7,79.7,74.2,55,0.055
7/9/2015,85.1,77.4,70.1,63,0.205
7/10/2015,83.5,75.9,67.2,3,0
7/11/2015,84.4,76.3,68.1,3,0
7/12/2015,86.6,77.3,68.9,3,0
7/13/2015,85.8,77,68.5,3,0
7/14/2015,84.4,76,70.1,61,0.126
7/15/2015,79,74.5,70.8,63,0.449
7/16/2015,79.8,72.2,65.1,3,0
7/17/2015,80.2,72.4,63.1,3,0
7/18/2015,86.3,77.9,70.6,51,0.039
7/19/2015,93.3,82.9,72.6,51,0.016
7/20/2015,93.1,84.4,78,51,0.02
7/21/2015,88.5,82.1,74.7,53,0.031
7/22/2015,85.2,77.3,69.1,3,0
7/23/2015,83.2,74.5,65.8,3,0
7/24/2015,85.2,75.3,64.1,3,0
7/25/2015,88,76.6,64.4,3,0
7/26/2015,88.1,78.3,69.7,63,0.161
7/27/2015,83.4,76.8,69.6,63,0.417
7/28/2015,89.4,79.9,70.3,3,0
7/29/2015,89.2,81.4,73,3,0
7/30/2015,89.1,79.7,73.6,65,1.098
7/31/2015,87.9,78.5,69.8,2,0
8/1/2015,86.2,78.9,71.9,2,0
8/2/2015,86.8,77.1,65.7,3,0
8/3/2015,88.7,79.1,69.3,3,0
8/4/2015,88.8,80,71.4,51,0.008
8/5/2015,88.3,78.2,68.5,3,0
8/6/2015,82.6,74.3,64.5,53,0.031
8/7/2015,82.3,74.1,66.4,53,0.083
8/8/2015,82.7,73.6,65,3,0
8/9/2015,85,75.1,65.6,3,0
8/10/2015,80.2,72.4,67.5,53,0.035
8/11/2015,82.3,73.7,69.3,63,0.803
8/12/2015,81.4,74.2,67.4,2,0
8/13/2015,81,72.4,63.2,2,0
8/14/2015,86.4,75.2,62.3,2,0
8/15/2015,88.5,78.1,67.1,2,0
8/16/2015,90.9,79.5,68.8,51,0.008
8/17/2015,91.1,81.1,71,2,0
8/18/2015,90.3,79.8,72.2,3,0
8/19/2015,87,79.3,72.7,3,0
8/20/2015,85.9,78.3,73.5,63,0.197
8/21/2015,85.1,77.4,71.6,63,0.24
8/22/2015,82.9,74.4,66,3,0
8/23/2015,82.9,73,60.9,3,0
8/24/2015,87.3,76.2,65.1,3,0
8/25/2015,87,77.8,71.1,51,0.008
8/26/2015,81.3,72.1,64.5,3,0
8/27/2015,80.8,71.2,62.6,3,0
8/28/2015,81.2,71.6,61.6,3,0
8/29/2015,83.6,74.7,65,3,0
8/30/2015,88,77.4,66.4,3,0
8/31/2015,87.6,78.8,73.2,53,0.028
9/1/2015,90.9,80.6,70,3,0
9/2/2015,90.4,81.3,71.6,3,0
9/3/2015,93.6,80,70.6,63,0.362
9/4/2015,85,77.1,71.9,55,0.114
9/5/2015,82,74.1,68.4,3,0
9/6/2015,83.3,72.4,60.6,3,0
9/7/2015,87.8,76.1,64.3,3,0
9/8/2015,91.1,79.8,69.9,1,0
9/9/2015,90.6,80.4,73.4,53,0.039
9/10/2015,77.7,72.6,69.2,63,1.492
9/11/2015,80.8,72.3,67.2,63,0.118
9/12/2015,77.3,70,65,63,0.508
9/13/2015,72.3,65.9,62.3,3,0
9/14/2015,73.5,64.3,56.9,0,0
9/15/2015,80.3,67.8,55.6,1,0
9/16/2015,83.6,70.8,58.3,2,0
9/17/2015,83.7,72,60.4,2,0
9/18/2015,82.9,71.8,61.7,1,0
9/19/2015,82.2,71.9,62,3,0
9/20/2015,77.5,71,65.4,2,0
9/21/2015,71.2,63.9,58.6,3,0
9/22/2015,70.9,65.2,61.6,3,0
9/23/2015,77.6,66.8,58.1,3,0
9/24/2015,79.5,67.4,55.2,3,0
9/25/2015,74.3,66.7,61.8,3,0
9/26/2015,69.3,64.1,60.7,3,0
9/27/2015,74.4,64.5,59.6,51,0.016
9/28/2015,80.1,69.4,60.4,3,0
9/29/2015,80.5,72,64.9,61,0.26
9/30/2015,77.1,71.9,64.8,63,0.472
10/1/2015,63.7,58,55.2,61,0.465
10/2/2015,56,50.2,47.5,63,1.646
10/3/2015,55.4,51.5,48.2,53,0.126
10/4/2015,59.4,56.6,54.3,3,0
10/5/2015,64.3,56.8,50,3,0
10/6/2015,72,59.8,48.3,3,0
10/7/2015,72.2,63.7,57.3,3,0
10/8/2015,71,63.6,56.9,51,0.008
10/9/2015,77.1,66.7,58.5,55,0.094
10/10/2015,63.2,57.3,51.2,3,0
10/11/2015,68.1,56.7,47.5,3,0
10/12/2015,73.2,60.1,49.5,0,0
10/13/2015,70.9,63,55.8,53,0.028
10/14/2015,65.2,59.3,53.2,3,0
10/15/2015,62.5,56.4,50,3,0
10/16/2015,62.6,55.5,50.5,3,0
10/17/2015,55.8,49.4,42.9,3,0
10/18/2015,49.5,42.7,35.8,51,0.004
10/19/2015,52.4,42.6,33,0,0
10/20/2015,68,54.4,44.4,3,0
10/21/2015,73.7,59.3,47.8,3,0
10/22/2015,74.6,61,49.7,51,0.02
10/23/2015,62.2,56.9,48.6,2,0
10/24/2015,60,50.9,40.9,3,0
